episode_idx,final_pos_error,is_crash,total_reward,jitter_norm,start_yaw_rad,truncation_reason,disturbance_fired,disturbance_type,disturbance_level,disturbance_magnitude,recovered,recovery_time_steps,wind_steady_state_error_mean
0,0.4739128649234772,True,-19.34579771232618,0.3188829064173994,-0.25314553807287665,tilt,True,kick,5,1.956377788638861,False,,
1,0.022823818027973175,False,-27.247897639665524,0.413421458276461,-0.24421402169144382,timeout,True,wind,4,0.10702622482410237,True,0,0.025790553904759386
2,0.02955717220902443,False,-28.497557688157475,0.36477959879419264,0.0893387346207612,timeout,True,torque,4,7.846155334443761,True,22,
3,0.025012822821736336,False,-18.28781004213892,0.15929815154717575,-0.19106302318180546,timeout,True,wind,3,0.08576062967427178,True,0,0.025787196587771177
4,0.0315178781747818,False,-21.314072020833073,0.27738727213497966,-0.09326896872921608,timeout,True,wind,3,0.080137336765214,True,0,0.018592685624025763
5,0.02295059897005558,False,-28.867177165216365,0.3630475017708967,-0.13646584053239288,timeout,True,torque,4,6.175704104415583,True,21,
6,0.035477351397275925,False,-21.535287010032768,0.3605229239276642,-0.049976539802558145,timeout,True,wind,1,0.021815060912382438,True,0,0.020640936800433943
7,0.013325714506208897,False,-30.72754020105763,0.3646170151107249,0.06760087006595139,timeout,True,kick,4,1.2761508618863135,True,18,
8,0.03726314380764961,False,-28.553602430307297,0.31152134737578463,-0.0013494734870266867,timeout,True,torque,3,5.571571401427615,True,29,
9,0.031181009486317635,False,-26.86832467079258,0.37152357339478514,0.24500558011492185,timeout,True,wind,5,0.17454560360982302,True,0,0.040707952513669925
10,0.010893318802118301,False,-28.033187522828396,0.4154117745851606,-0.010478298591398927,timeout,True,kick,2,0.7405641736154924,True,0,
11,0.016846591606736183,False,-30.1292372065967,0.40282000309223404,0.05988569206369648,timeout,True,torque,3,5.43843954565348,True,0,
12,0.030857259407639503,False,-27.396541156956395,0.419533591306019,-0.2268805808640553,timeout,True,torque,2,2.8605974638956666,True,0,
13,0.7065117955207825,True,-23.036398685710086,0.36335564562350153,-0.11082975646265117,tilt,True,kick,5,1.777045251086634,False,,
14,0.06140692159533501,False,-22.567368450903654,0.2119553687844871,0.24037249162093405,timeout,True,torque,2,3.1052230210425744,True,0,
15,0.09525919705629349,True,-21.413484140093264,0.41612219631002495,-0.04430481442849818,tilt,True,torque,5,9.039818243229167,False,,
16,0.00820047315210104,False,-27.000268588627385,0.3226481790759037,-0.19539810833023583,timeout,True,kick,5,1.5297320758001693,True,20,
17,0.010714973323047161,False,-18.578345003736377,0.24410212605630016,0.19012929430853104,timeout,True,wind,4,0.12042826022174583,True,0,0.029307870209837952
18,0.053680360317230225,True,-15.551641338084167,0.3512432066228618,0.0879066871930857,tilt,True,torque,5,12.702858308857675,False,,
19,0.674243688583374,True,-20.684611422524945,0.25865213008257676,-0.05468608392243446,tilt,True,kick,5,1.7807003837751114,False,,
20,0.006021926645189524,False,-23.559175671572724,0.38032232034916647,0.03738264898174881,timeout,True,torque,1,1.7726492012253887,True,0,
21,0.037257611751556396,False,-21.564608580555618,0.21529915176544137,0.05353230757055055,timeout,True,kick,5,1.5361326327649385,True,14,
22,0.29745012521743774,True,-17.949157967743496,0.2889753667812342,0.19557599231307038,tilt,True,kick,3,1.073786580092266,False,,
23,0.027412649244070053,False,-24.135725478910516,0.34916070819798267,-0.0017950569292966012,timeout,True,kick,1,0.43474668754545476,True,0,
24,0.016928739845752716,False,-22.254819159729347,0.29989095003102084,0.0412378559081405,timeout,True,kick,1,0.46162735036271363,True,0,
25,0.021182863041758537,False,-21.67575003661632,0.2609867867765117,0.05385156085587395,timeout,True,wind,4,0.13654763050829558,True,0,0.04317121347412467
26,0.22091031074523926,False,-44.04152432488476,0.3567679318955837,-0.0075737836242071865,timeout,True,kick,3,1.0632586717615389,False,,
27,0.01084073819220066,False,-19.53671491065713,0.2649672810048471,-0.07209538853589995,timeout,True,wind,4,0.12165639934520658,True,0,0.036227646330371496
28,0.5440205335617065,True,-21.93630821278836,0.33616545713523843,0.10670197927245278,tilt,True,kick,5,1.990914161435897,False,,
29,0.03316126763820648,False,-20.461558845661006,0.29117641041350234,-0.012489363911595247,timeout,True,wind,2,0.06104705698185619,True,0,0.02391237912233919
30,0.029344771057367325,False,-28.389607111197986,0.359227518631104,-0.012478948878370338,timeout,True,kick,3,0.9271212328911342,True,19,
