episode_idx,final_pos_error,is_crash,total_reward,jitter_norm,start_yaw_rad,truncation_reason,disturbance_fired,disturbance_type,disturbance_level,disturbance_magnitude,recovered,recovery_time_steps,wind_steady_state_error_mean
0,0.5687503218650818,True,-22.056676705443717,0.3188829064173994,-0.25314553807287665,tilt,True,kick,5,1.956377788638861,False,,
1,0.015302189625799656,False,-27.34419127977107,0.413421458276461,-0.24421402169144382,timeout,True,wind,4,0.10702622482410237,True,0,0.02734916399543484
2,0.021827442571520805,False,-36.14004562627217,0.36477959879419264,0.0893387346207612,timeout,True,torque,4,7.846155334443761,True,33,
3,0.060770563781261444,False,-17.510926883725855,0.15929815154717575,-0.19106302318180546,timeout,True,wind,3,0.08576062967427178,True,0,0.022840927308425307
4,0.008405253291130066,False,-23.215895019084417,0.27738727213497966,-0.09326896872921608,timeout,True,wind,3,0.080137336765214,True,0,0.03442878302497168
5,0.09060196578502655,True,-18.98508924107802,0.3630475017708967,-0.13646584053239288,tilt,True,torque,4,6.175704104415583,False,,
6,0.03280659765005112,False,-24.156108538566645,0.3605229239276642,-0.049976539802558145,timeout,True,wind,1,0.021815060912382438,True,0,0.02417669726225237
7,0.022920876741409302,False,-30.430279500444282,0.3646170151107249,0.06760087006595139,timeout,True,kick,4,1.2761508618863135,True,17,
8,0.31251269578933716,True,-22.165190810313653,0.31152134737578463,-0.0013494734870266867,tilt,True,torque,3,5.571571401427615,False,,
9,0.024589428678154945,False,-25.467381593978214,0.37152357339478514,0.24500558011492185,timeout,True,wind,5,0.17454560360982302,True,0,0.049512481561396274
10,0.025323381647467613,False,-28.806612497165485,0.4154117745851606,-0.010478298591398927,timeout,True,kick,2,0.7405641736154924,True,0,
11,0.030473578721284866,False,-28.865038387797846,0.40282000309223404,0.05988569206369648,timeout,True,torque,3,5.43843954565348,True,0,
12,0.00729381525889039,False,-25.869428620117414,0.419533591306019,-0.2268805808640553,timeout,True,torque,2,2.8605974638956666,True,0,
13,0.6549562811851501,True,-22.975450309122873,0.36335564562350153,-0.11082975646265117,tilt,True,kick,5,1.777045251086634,False,,
14,0.03713935613632202,False,-26.631496899246347,0.2119553687844871,0.24037249162093405,timeout,True,torque,2,3.1052230210425744,True,29,
15,0.13118833303451538,True,-20.923894024492924,0.41612219631002495,-0.04430481442849818,tilt,True,torque,5,9.039818243229167,False,,
16,0.01673973724246025,False,-25.346055540067425,0.3226481790759037,-0.19539810833023583,timeout,True,kick,5,1.5297320758001693,True,0,
17,0.023295128718018532,False,-20.61911873036597,0.24410212605630016,0.19012929430853104,timeout,True,wind,4,0.12042826022174583,True,0,0.041676041375224786
18,0.07655088603496552,True,-16.878078882241685,0.3512432066228618,0.0879066871930857,tilt,True,torque,5,12.702858308857675,False,,
19,0.47753772139549255,True,-18.18741177895886,0.25865213008257676,-0.05468608392243446,tilt,True,kick,5,1.7807003837751114,False,,
20,0.024977896362543106,False,-24.677659814349184,0.38032232034916647,0.03738264898174881,timeout,True,torque,1,1.7726492012253887,True,0,
21,0.04104696959257126,False,-27.23407837715367,0.21529915176544137,0.05353230757055055,timeout,True,kick,5,1.5361326327649385,True,22,
22,0.3619801104068756,True,-18.48944124832384,0.2889753667812342,0.19557599231307038,tilt,True,kick,3,1.073786580092266,False,,
23,0.006595277693122625,False,-23.516879468715857,0.34916070819798267,-0.0017950569292966012,timeout,True,kick,1,0.43474668754545476,True,0,
24,0.023091400042176247,False,-23.053144671721867,0.29989095003102084,0.0412378559081405,timeout,True,kick,1,0.46162735036271363,True,0,
25,0.016296321526169777,False,-20.093700390679544,0.2609867867765117,0.05385156085587395,timeout,True,wind,4,0.13654763050829558,True,0,0.03091568679859241
26,0.01895359344780445,False,-28.017538447803037,0.3567679318955837,-0.0075737836242071865,timeout,True,kick,3,1.0632586717615389,True,13,
27,0.02265862748026848,False,-21.830376730035514,0.2649672810048471,-0.07209538853589995,timeout,True,wind,4,0.12165639934520658,True,0,0.04116777655047675
28,0.5617495179176331,True,-24.247561214266987,0.33616545713523843,0.10670197927245278,tilt,True,kick,5,1.990914161435897,False,,
29,0.015239806845784187,False,-20.34957551479806,0.29117641041350234,-0.012489363911595247,timeout,True,wind,2,0.06104705698185619,True,0,0.019888319245850047
30,0.20955133438110352,True,-18.085267936812517,0.359227518631104,-0.012478948878370338,tilt,True,kick,3,0.9271212328911342,False,,
31,0.015952415764331818,False,-19.576392030676654,0.3113230056190729,-0.2407411765767586,timeout,True,wind,1,0.031380517085267165,True,0,0.020504628820344806
32,0.03306351229548454,False,-24.430851728103125,0.3686852261082488,-0.05671894237237665,timeout,True,wind,4,0.11756915727433227,True,0,0.02987331113933275
33,0.020192328840494156,False,-33.109005058002225,0.28874853158688396,-0.008116334807981962,timeout,True,kick,4,1.1344049744244011,False,,
34,0.02060193382203579,False,-16.978424523066426,0.1679011991601354,0.23230913463419217,timeout,True,torque,1,1.5121736578377352,True,0,
35,0.016688736155629158,False,-16.82398709534375,0.17347905494613403,-0.2554394815982891,timeout,True,wind,1,0.03433501361127456,True,0,0.02338356156057368
36,0.026975033804774284,False,-17.145089778012704,0.17080353667267043,0.2576227600511665,timeout,True,wind,5,0.1460803161009015,True,0,0.029550421113769213
37,0.024046193808317184,False,-21.900932733862042,0.302440162236926,0.1684898986268648,timeout,True,wind,2,0.05429765265117312,True,0,0.020607397037868697
38,0.007193362805992365,False,-21.704147482580627,0.3435961209685358,-0.20552444261146396,timeout,True,wind,3,0.08183979391212881,True,0,0.022018945946668585
39,0.015683935955166817,False,-20.328928957900324,0.26571705487110736,-0.038368719420089514,timeout,True,wind,5,0.14776109819603173,True,0,0.02931590545922518
40,0.024694612249732018,False,-29.887180924955068,0.20496190665468975,0.16964694977713324,timeout,True,kick,4,1.4347774945716285,True,25,
41,0.022996248677372932,False,-23.32587854815891,0.3475074330791014,-0.03882158180030479,timeout,True,wind,5,0.1480867237590194,True,0,0.04094464127750446
42,0.028812242671847343,False,-25.98336540154665,0.34339494613329435,0.17315111252246268,timeout,True,torque,1,1.5863783547983776,True,0,
43,0.015203174203634262,False,-24.235675874987397,0.3909842421025662,0.20341282911918307,timeout,True,torque,2,2.712729092753143,True,0,
44,0.23959524929523468,True,-14.212676663829281,0.20443757620595948,0.09000809742283372,tilt,True,kick,4,1.1439311544255637,False,,
45,0.055674199014902115,False,-17.585514845070797,0.1304187019416612,-0.14181585396256843,timeout,True,wind,3,0.09087134058437374,True,0,0.026761160185560583
46,0.021945646032691002,False,-19.00047959109425,0.20571931266808777,-0.012595236562326917,timeout,True,wind,2,0.044684064441720774,True,0,0.02955534397236382
47,0.015935730189085007,False,-20.19376859264966,0.268559438441856,-0.058813645088115124,timeout,True,torque,3,5.753865786658022,True,0,
48,0.014502678997814655,False,-15.085861176409402,0.20203885195678803,-0.16148351928942117,timeout,True,torque,1,1.5059726340651836,True,0,
49,0.15717560052871704,True,-15.022250742837327,0.3583825908122398,0.16819385763199723,tilt,True,torque,5,10.176305440673138,False,,
50,0.023897340521216393,False,-18.48444738063247,0.12087035616980212,0.09203161739373511,timeout,True,torque,3,4.774589830103748,True,0,
51,0.007486257702112198,False,-17.241975636502463,0.10449208541764167,0.2543483862116774,timeout,True,torque,1,1.8430147145899904,True,0,
52,0.02735358104109764,False,-24.40397892682096,0.32590688277082835,-0.1661314734003798,timeout,True,wind,5,0.17590793740470193,True,0,0.03741069402700911
53,0.01507202722132206,False,-21.513226779568964,0.3146642853820284,-0.031573294165951754,timeout,True,wind,2,0.0550281387096546,True,0,0.01589605080662295
54,0.022501317784190178,False,-35.3267328333592,0.3641109045224754,0.13728611815082414,timeout,True,kick,4,1.2296585503229505,True,27,
55,0.04624224081635475,False,-20.842782974516265,0.278793450636335,0.006361264158100677,timeout,True,kick,1,0.45598895419771635,True,0,
56,0.35206034779548645,True,-13.060432412872457,0.25641439848881836,-0.11473564394746211,tilt,True,kick,4,1.3272769257170507,False,,
57,0.031230216845870018,False,-21.285433779811452,0.2325832961693309,0.18968701903793583,timeout,True,kick,1,0.43467192624502954,True,0,
58,0.10681593418121338,False,-29.29626065568387,0.36717583464858317,-0.22177601003843825,timeout,True,wind,3,0.07497193455856817,True,0,0.05103014400228858
59,0.012563880532979965,False,-20.741114735673527,0.33226267879524407,-0.04336687678955267,timeout,True,torque,2,3.2223489048683485,True,0,
60,0.020505769178271294,False,-17.207405901388533,0.23216870836136003,0.046356425913956334,timeout,True,wind,1,0.02167480647793558,True,0,0.019333374368337295
61,0.01951269619166851,False,-17.735832443036728,0.1552279649185689,0.1092762485505922,timeout,True,wind,2,0.06669595790910113,True,0,0.054221293826897936
62,0.017893798649311066,False,-17.134483751185915,0.1809291862214729,0.04516783526723106,timeout,True,torque,1,1.6692037223800513,True,0,
63,0.1810504049062729,True,-13.616595448256769,0.2443141958906027,-0.06415999721563467,tilt,True,torque,5,9.923688381513108,False,,
64,0.01810389943420887,False,-19.3183369946901,0.24277313177414656,0.13087652461512034,timeout,True,wind,1,0.033786034738603685,True,0,0.02676970320753753
65,0.008394347503781319,False,-29.151700359218193,0.4312522254916993,-0.1351392882929189,timeout,True,kick,1,0.40523360610032433,True,0,
66,0.019318653270602226,False,-25.250364820936262,0.3309806921042786,-0.025631487667986452,timeout,True,kick,5,1.800832052116128,True,18,
67,0.0330754891037941,False,-18.40804234396013,0.19421485325852011,-0.1711170373447858,timeout,True,torque,2,3.7780925882868193,True,0,
68,0.019342469051480293,False,-26.203402514103697,0.38646001216413206,0.1472910924428933,timeout,True,torque,3,4.259747049546269,True,0,
69,0.7780424356460571,True,-21.26298124777392,0.2825681788511322,0.2356901411959348,tilt,True,kick,5,1.5330551292866097,False,,
70,0.0388350635766983,False,-23.102377585950634,0.20902725230506913,-0.13316295342461157,timeout,True,kick,4,1.290359117319828,True,20,
71,0.04223807528614998,False,-20.779293837236317,0.31325406303933434,-0.1436454430254578,timeout,True,wind,2,0.06555572120816841,True,0,0.023247521665568153
72,0.02013195864856243,False,-23.401883836910645,0.2953492419532244,0.17655559542211358,timeout,True,kick,1,0.44364425301863364,True,0,
73,0.023153459653258324,False,-19.71934140477627,0.19301190583139138,0.18768053965528214,timeout,True,wind,1,0.03659782562321898,True,0,0.020881277582763383
74,0.03557194396853447,False,-25.830175154347362,0.40555132504565966,-0.1977278902287743,timeout,True,kick,1,0.42324835005941025,True,0,
75,0.037011682987213135,False,-19.659467556199022,0.30640237009663646,-0.05497110130691635,timeout,True,wind,1,0.029299846003509544,True,0,0.013612603217673798
76,0.023061588406562805,False,-23.241625421645143,0.3008581842083509,-0.16615430559072944,timeout,True,torque,4,6.815157007059477,True,0,
77,0.003130591008812189,False,-30.05289343218855,0.41549110422563124,0.18219636755812352,timeout,True,kick,4,1.1989138961553305,True,0,
78,0.06444434821605682,False,-38.32205577196477,0.26443006522658236,-0.09116723431584967,timeout,True,torque,4,8.535429242874605,True,54,
79,0.018137769773602486,False,-21.493616778311708,0.3348057802085576,0.2160085320208227,timeout,True,wind,2,0.0459058934428158,True,0,0.02310696173614512
80,0.060448285192251205,False,-19.84455395739466,0.23251027784767822,0.05765320455697842,timeout,True,wind,1,0.022234956306060885,True,0,0.036002659782146416
81,0.026344256475567818,False,-17.308832463234783,0.22120974750619438,0.23077025191417888,timeout,True,wind,4,0.11724531424818391,True,0,0.02091702299658209
